,0,1,2,3,4,5,6,7,8
0,0.32249194383621216,9.166641235351562,1.6682416200637817,0.5172159671783447,0.6112343072891235,4.131885528564453,1.5768086910247803,0.0028826560082961805,0.003715978436957812
1,0.28752055764198303,9.158997535705566,1.6614540815353394,0.5352152585983276,0.6087958216667175,4.1324262619018555,1.5768237113952637,0.0030569254136025847,0.0035064909184256976
2,0.2710118293762207,9.154318809509277,1.657896876335144,0.5373072028160095,0.6015206575393677,4.1334686279296875,1.5768401622772217,0.003134086398404179,0.003161954180086468
3,0.2745547294616699,9.15229320526123,1.6525851488113403,0.5313228368759155,0.5928140878677368,4.135300159454346,1.576857328414917,0.0031564492587676796,0.002823125259965309
4,0.2853343188762665,9.152592658996582,1.65191650390625,0.5218371748924255,0.5817657709121704,4.136675834655762,1.5768744945526123,0.0032075323133540223,0.002729719324179314
5,0.30460697412490845,9.155019760131836,1.6541565656661987,0.5098167061805725,0.5753412246704102,4.137928009033203,1.5768898725509644,0.0032337364018530934,0.002939490468634176
6,0.3215876817703247,9.156498908996582,1.6524168252944946,0.49917876720428467,0.5729844570159912,4.138478755950928,1.5769023895263672,0.0030969375416134426,0.0029265099783515325
7,0.332412987947464,9.158790588378906,1.6526800394058228,0.49210435152053833,0.5712652206420898,4.138625144958496,1.5769124031066895,0.0031711299698145012,0.002946028598671546
8,0.33736950159072876,9.157039642333984,1.6530139446258545,0.4933962821960449,0.5704469084739685,4.138739585876465,1.5769201517105103,0.003166948329180741,0.0035894904840461095
9,0.347587913274765,9.160162925720215,1.6581900119781494,0.4911342263221741,0.5746819972991943,4.13861608505249,1.5769257545471191,0.0031533606829725613,0.003400600530767406
10,0.3520551919937134,9.16671085357666,1.6671615839004517,0.49322745203971863,0.582596480846405,4.138452529907227,1.576930284500122,0.003098730155670637,0.0037407791296573123
11,0.35174959897994995,9.172113418579102,1.671748399734497,0.49616286158561707,0.5877625942230225,4.1381330490112305,1.576934814453125,0.0029498029107344337,0.0033056368010875303
12,0.3173292279243469,9.166980743408203,1.6673702001571655,0.5132544040679932,0.5876282453536987,4.136990070343018,1.5769399404525757,0.0028849517207163444,0.003845839205496304
13,0.28216660022735596,9.15611457824707,1.6539396047592163,0.5313040614128113,0.5844920873641968,4.136478900909424,1.576945185661316,0.0031203560183712398,0.0035847719800585764
14,0.2771497964859009,9.15308952331543,1.648967981338501,0.5269256234169006,0.5913664102554321,4.137284755706787,1.5769505500793457,0.0032724445873100194,0.003438667181399069
15,0.2896595299243927,9.152482986450195,1.6464488506317139,0.5170604586601257,0.5880260467529297,4.1380767822265625,1.576957106590271,0.0032624691812088713,0.002987880918681185
16,0.30436933040618896,9.153213500976562,1.6446782350540161,0.5056721568107605,0.582359790802002,4.138684272766113,1.5769646167755127,0.0032687559155419876,0.0029634080533469387
17,0.3242442309856415,9.156569480895996,1.647194266319275,0.49538886547088623,0.5819025635719299,4.1389360427856445,1.576972484588623,0.0032136133881977003,0.0031839919756748714
18,0.3425065577030182,9.159671783447266,1.6496481895446777,0.4886283576488495,0.5842622518539429,4.138731479644775,1.576980471611023,0.0030411369039029523,0.0031492269272348494
19,0.34443849325180054,9.162501335144043,1.6544716358184814,0.48920929431915283,0.5851591229438782,4.138240337371826,1.576988697052002,0.002874762367355288,0.0032189675948757213
20,0.33298084139823914,9.158956527709961,1.6578736305236816,0.5019508004188538,0.5839942693710327,4.138181686401367,1.5769975185394287,0.003096072543939954,0.0036387471595844545
21,0.34673407673835754,9.163538932800293,1.6654014587402344,0.5015307068824768,0.5903110504150391,4.138615131378174,1.5770065784454346,0.0030896743851371866,0.0035766548762694583
22,0.353788822889328,9.17136001586914,1.6762938499450684,0.5045049786567688,0.598896861076355,4.139131546020508,1.5770164728164673,0.0031344541298494732,0.0037737282355010393
23,0.35606735944747925,9.17875862121582,1.6832958459854126,0.5075617432594299,0.6051939725875854,4.139562606811523,1.5770279169082642,0.0030676933761242253,0.0036821763046646083
24,0.3322575092315674,9.177506446838379,1.68160080909729,0.519534707069397,0.614139974117279,4.139625549316406,1.5770413875579834,0.003024439195087325,0.004017628418750974
25,0.29250508546829224,9.16761589050293,1.6730252504348755,0.5388113260269165,0.6060357689857483,4.139089107513428,1.5770567655563354,0.003066837894039054,0.0034535019835857383
26,0.2796701192855835,9.16368579864502,1.6719416379928589,0.5394591093063354,0.6068960428237915,4.140293598175049,1.5770734548568726,0.003255629621889966,0.0035171407034795266
27,0.28925833106040955,9.163387298583984,1.6706430912017822,0.5317479968070984,0.6022374629974365,4.141983985900879,1.5770925283432007,0.003166915792007785,0.002984204832046089
28,0.29252633452415466,9.163818359375,1.6735804080963135,0.5269665718078613,0.5944411158561707,4.1428632736206055,1.5771117210388184,0.0031077653602551436,0.002922920145920216
29,0.3062354028224945,9.164971351623535,1.6728465557098389,0.5185180902481079,0.5888547897338867,4.144285202026367,1.5771305561065674,0.0031299520287575433,0.002917454207818082
30,0.3161102533340454,9.165105819702148,1.6698307991027832,0.5105013847351074,0.5858145356178284,4.145304203033447,1.5771484375,0.0031406113293996896,0.002950684483948862
31,0.3221304714679718,9.166942596435547,1.6705024242401123,0.5047333240509033,0.5789967179298401,4.145949840545654,1.577164888381958,0.0030736489065930073,0.002887418099817296
32,0.32988297939300537,9.168824195861816,1.6760939359664917,0.5055376291275024,0.5772795677185059,4.146900177001953,1.5771790742874146,0.0031794496635484393,0.003541125511219434
33,0.34462013840675354,9.174592971801758,1.6864137649536133,0.5020349621772766,0.5827955603599548,4.14736795425415,1.5771909952163696,0.0030890325433574617,0.003294752809779311
34,0.35940250754356384,9.18442153930664,1.6999115943908691,0.49893754720687866,0.5897627472877502,4.1476616859436035,1.5772011280059814,0.0030403182563532027,0.003613292960835679
35,0.3645583987236023,9.195237159729004,1.7123382091522217,0.5040801167488098,0.6030348539352417,4.147828578948975,1.5772110223770142,0.002981919556077628,0.0038968823560026067
36,0.3366592228412628,9.193602561950684,1.7105979919433594,0.5206531286239624,0.6105194091796875,4.147540092468262,1.5772217512130737,0.0029005772375967354,0.0038956278331170324
37,0.29418718814849854,9.183469772338867,1.703025460243225,0.5470797419548035,0.605390191078186,4.145853042602539,1.5772333145141602,0.002845388360128709,0.0034596677778608864
38,0.2802934944629669,9.179744720458984,1.7041101455688477,0.5518131256103516,0.6044026613235474,4.146433353424072,1.5772455930709839,0.0030815833724773256,0.003392315215933195
